taxon_name,habitat,source_id
Rytidosperma setaceum,alpine shrubland woodland,Fonseca_2000; Morgan_2011_1; Tsakalos_2020
Pteridium esculentum,alpine bog forest_dry_sclerophyll forest_wet_sclerophyll heath shrubland woodland,Fonseca_2000; Kubiak_2009; Laxton_2005; Moles_2011; Morgan_2011_1
Thysanotus patersonii,alpine heath shrubland woodland,Gosper_2012; Harvey_2017; Morgan_2011_1; Tsakalos_2020
Stypandra glauca,alpine bog woodland,Harvey_2017; Lunt_2012
"Acaena sp. Thredbo River Gorge (L.A.S.Johnson & E.F.Constable s.n., 19 Jan 1951)",alpine,Jagdish_2020
Aciphylla glacialis,alpine bog grassland heath shrubland,Jagdish_2020; Lunt_2012; Morgan_2014; Pickering_2014; Tolsma_2007; Vesk_2007
Carpha nivicola,alpine bog,Jagdish_2020; Morgan_2014; Pickering_2014
Celmisia longifolia,alpine,Jagdish_2020
Chionochloa frigida,alpine,Jagdish_2020; Pickering_2014
Coronidium scorpioides,alpine bog forest_dry_sclerophyll shrubland woodland,Jagdish_2020; Kubiak_2009; Morgan_2011_1; Morgan_2014; Pickering_2014; Venn_2011
Euphrasia collina subsp. diversicolor,alpine bog,Jagdish_2020; Morgan_2014; Pickering_2014; Venn_2011
Leucochrysum alpinum,alpine bog,Jagdish_2020; Morgan_2014; Pickering_2014
Oreomyrrhis ciliata,alpine bog,Jagdish_2020; Morgan_2014; Pickering_2014
Plantago muelleri,alpine bog,Jagdish_2020; Morgan_2014
Richea continentis,alpine bog grassland heath,Jagdish_2020; Pickering_2014; Vesk_2007
Senecio linearifolius var. latifolius,alpine,Jagdish_2020
Senecio pinnatifolius var. alpinus,alpine bog,Jagdish_2020; Morgan_2014; Pickering_2014; Venn_2011
Rhodanthe anthemoides,alpine bog woodland,Jagdish_2020; Lunt_2012; Pickering_2014
Bellendena montana,alpine heath rainforest,Jordan_2007; Jordan_2015; Jordan_2020; Westoby_2004
Persoonia gunnii,alpine forest_wet_sclerophyll heath rainforest,Jordan_2007; Jordan_2015; Jordan_2020
Orites acicularis,alpine heath rainforest,Jordan_2007; Jordan_2015; Westoby_2004
Orites revolutus,alpine heath rainforest,Jordan_2007; Westoby_2004
Persoonia moscalii,alpine heath,Jordan_2020
Convolvulus remotus,alpine bog grassland woodland,Jurado_1991; Lunt_2012; Morgan_2011_2
Xerochrysum bracteatum,alpine woodland,Jurado_1991; Pickering_2014
Phragmites australis,alpine aquatic bog forest_dry_sclerophyll semiaquatic shrubland woodland,Kubiak_2009; Morgan_2011_1; NHNSW_2022; RBGV_2022; WAH_2022_2
Centrolepis strigosa,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Lunt_2012
Crassula sieberiana,alpine bog forest_dry_sclerophyll grassland heath shrubland woodland,Kubiak_2009; Lunt_2012; Mokany_2008; Morgan_2011_1
Lagenophora gracilis,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Lunt_2012
Asplenium flabellifolium,alpine bog forest_dry_sclerophyll heath shrubland woodland,Kubiak_2009; Morgan_2011_1
Atriplex prostrata,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1
Machaerina juncea,alpine bog forest_dry_sclerophyll heath shrubland woodland,Kubiak_2009; Morgan_2011_1; Tsakalos_2020
Caladenia carnea,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1
Carex inversa,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1
Cotula australis,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1; Tsakalos_2020
Dichelachne micrantha,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1
Drosera peltata,alpine bog forest_dry_sclerophyll forest_wet_sclerophyll grassland heath rainforest shrubland woodland,Kubiak_2009; Leishman_1993; Leishman_1995; Mokany_2008; Morgan_2011_1
Epilobium billardiereanum subsp. cinereum,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1
Eragrostis brownii,alpine bog forest_dry_sclerophyll grassland shrubland woodland,Kubiak_2009; Mokany_2008; Morgan_2011_1
Euphorbia peplus,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1
Galium aparine,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1
Juncus articulatus,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1
Lobelia anceps,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1
Lomandra micrantha,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1; Morgan_2014
Microtis unifolia,alpine bog forest_dry_sclerophyll grassland heath shrubland woodland,Kubiak_2009; Mokany_2008; Morgan_2011_1
Pyracantha angustifolia,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1
Pyracantha crenulata,alpine bog forest_dry_sclerophyll shrubland woodland,Kubiak_2009; Morgan_2011_1
Thelymitra pauciflora,alpine bog forest_dry_sclerophyll grassland heath shrubland woodland,Kubiak_2009; Morgan_2011_1; Morgan_2011_2
Empodisma minus,alpine bog forest_dry_sclerophyll forest_wet_sclerophyll grassland heath heath_wet rainforest shrubland woodland,Kubiak_2009; Leishman_1995; Morgan_2014; Pickering_2014; Schmidt_1997; Taseski_2017; Tolsma_2007
Gonocarpus micranthus subsp. micranthus,alpine bog forest_dry_sclerophyll heath shrubland woodland,Kubiak_2009; Morgan_2014; Pickering_2014
Arthropodium milleflorum,alpine forest_dry_sclerophyll forest_wet_sclerophyll heath rainforest shrubland woodland,Leishman_1993; Leishman_1995; Morgan_2011_1; Pickering_2014
Carex appressa,alpine forest_dry_sclerophyll forest_wet_sclerophyll heath rainforest shrubland woodland,Leishman_1993; Leishman_1995; Morgan_2011_1; Pickering_2014
Senecio minimus,alpine forest_dry_sclerophyll forest_wet_sclerophyll heath rainforest shrubland woodland,Leishman_1993; Leishman_1995; Morgan_2011_1
Pterostylis pedunculata,alpine forest_dry_sclerophyll forest_wet_sclerophyll rainforest shrubland woodland,Leishman_1995; Morgan_2011_1
Olearia brevipedunculata,alpine bog grassland heath,Lim_2017; Pickering_2014
Pimelea axiflora,alpine bog grassland heath,Lim_2017
Acaena x ovina,alpine bog grassland woodland,Lunt_2012; Mokany_2008; Morgan_2011_1; Pickering_2014
Ajuga australis,alpine bog,Lunt_2012
Arthropodium sp. [Arthropodium sp. aff. strictum; Lunt_2012],alpine bog,Lunt_2012
Asperula scoparia,alpine bog woodland,Lunt_2012; Morgan_2011_1; Pickering_2014
Rytidosperma sp. [Lunt_2012],alpine bog,Lunt_2012
Brachyscome lineariloba,alpine bog,Lunt_2012
Brachyscome rigidula,alpine bog,Lunt_2012
Xerochrysum viscosum,alpine bog,Lunt_2012
Bulbine alata,alpine bog,Lunt_2012
Calotis glandulosa,alpine bog,Lunt_2012
Carex hebes,alpine bog grassland heath shrubland,Lunt_2012; Pickering_2014; Tolsma_2007
Celmisia costiniana,alpine bog,Lunt_2012; Morgan_2014; Pickering_2014; Venn_2011
Chrysocephalum semipapposum,alpine bog shrubland woodland,Lunt_2012; Vesk_2004; Vesk_2019
Craspedia glauca,alpine bog,Lunt_2012
Craspedia variabilis,alpine bog,Lunt_2012
Dichelachne sp. [Lunt_2012],alpine bog,Lunt_2012
Epilobium billardiereanum,alpine bog,Lunt_2012
Pappochroma bellidioides,alpine bog,Lunt_2012; Morgan_2014; Pickering_2014; Venn_2011
Eryngium ovinum,alpine bog grassland woodland,Lunt_2012; Mokany_2008; Morgan_2011_1; Morgan_2011_2
Geranium retrorsum,alpine bog grassland woodland,Lunt_2012; Morgan_2011_1; Morgan_2011_2
Hyalosperma praecox,alpine bog,Lunt_2012
Lepidium aschersonii,alpine bog,Lunt_2012
Leucochrysum albicans,alpine bog,Lunt_2012
Leucochrysum albicans subsp. tricolor,alpine bog,Lunt_2012
Linum marginale,alpine bog grassland,Lunt_2012; Morgan_2011_2; Pickering_2014; Roberts_2006
Luzula densiflora,alpine bog,Lunt_2012
Microseris lanceolata,alpine bog grassland heath,Lunt_2012; Morgan_2014; Pickering_2014; Vesk_2007
Olearia frostii,alpine bog,Lunt_2012
Picris barbarorum,alpine bog,Lunt_2012
Plantago varia,alpine bog grassland,Lunt_2012; Mokany_2008
Poa fawcettiae,alpine bog,Lunt_2012; Morgan_2014; Pickering_2014; Venn_2011
Poa sieberiana,alpine bog woodland,Lunt_2012; Morgan_2011_1
Poa sp. [Lunt_2012],alpine bog,Lunt_2012
Podolepis jaceoides,alpine bog,Lunt_2012
Ranunculus lappaceus,alpine bog,Lunt_2012
Ranunculus sessiliflorus,alpine bog,Lunt_2012
Rumex dumosus,alpine bog,Lunt_2012
Rutidosis leptorhynchoides,alpine bog grassland,Lunt_2012; Morgan_2011_2
Scleranthus biflorus,alpine bog grassland heath shrubland,Lunt_2012; Morgan_2014; Pickering_2014; Tolsma_2007
Senecio gunnii,alpine bog,Lunt_2012; Morgan_2014; Pickering_2014
Senecio macrocarpus,alpine bog grassland,Lunt_2012; Morgan_2011_2
Senecio spanomerus,alpine bog,Lunt_2012
Senecio squarrosus,alpine bog grassland woodland,Lunt_2012; Morgan_2011_1; Morgan_2011_2
Senecio tenuiflorus,alpine bog,Lunt_2012
Solenogyne dominii,alpine bog grassland woodland,Lunt_2012; Mokany_2008; Morgan_2011_1
Solenogyne gunnii,alpine bog,Lunt_2012
Stuartina muelleri,alpine bog,Lunt_2012
Swainsona behriana,alpine bog,Lunt_2012
Taraxacum sp. [Taraxacum sp. aff. brakelii; Lunt_2012],alpine bog,Lunt_2012
Triptilodiscus pygmaeus,alpine bog grassland woodland,Lunt_2012; Mokany_2008; Morgan_2011_1
Velleia paradoxa,alpine bog,Lunt_2012
Viola betonicifolia,alpine bog grassland heath shrubland,Lunt_2012; Morgan_2014; Tolsma_2007; Vesk_2007
Vittadinia cervicularis,alpine bog,Lunt_2012
Wahlenbergia capillaris,alpine bog grassland woodland,Lunt_2012; Mokany_2008; Morgan_2011_1
Wahlenbergia stricta,alpine bog,Lunt_2012
Xerochrysum subundulatum,alpine bog grassland heath shrubland,Lunt_2012; Tolsma_2007
Galium divaricatum,alpine grassland woodland,Mokany_2008; Morgan_2011_1
Luzula meridionalis,alpine grassland woodland,Mokany_2008; Morgan_2011_1
Pultenaea pedunculata,alpine shrubland woodland,Moles_2011; Morgan_2011_1
Crassula peduncularis,alpine aquatic woodland,Morgan_2011_1; NHNSW_2014_2
Eleocharis sphacelata,alpine aquatic woodland,Morgan_2011_1; NHNSW_2022; RBGV_2022; Williams_2011
Isolepis fluitans,alpine aquatic woodland,Morgan_2011_1; NHNSW_2022; RBGV_2022; WAH_2022_2; Williams_2011
Isolepis producta,alpine aquatic woodland,Morgan_2011_1; NHNSW_2022; RBGV_2022; WAH_2022_2
Typha domingensis,alpine aquatic woodland,Morgan_2011_1; NHNSW_2022; RBGV_2022; WAH_2022_2
Crassula helmsii,alpine aquatic semiaquatic woodland,Morgan_2011_1; RBGV_2022
Isolepis multicaulis,alpine aquatic woodland,Morgan_2011_1; RBGV_2022
Isolepis hystrix,alpine aquatic shrubland woodland,Morgan_2011_1; RBGV_2022; Tsakalos_2020
Isolepis levynsiana,alpine aquatic shrubland woodland,Morgan_2011_1; RBGV_2022; Tsakalos_2020
Montia australasica,alpine aquatic bog woodland,Morgan_2011_1; Morgan_2014; Pickering_2014; RBGV_2022; Venn_2011
Glyceria australis,alpine aquatic woodland,Morgan_2011_1; SAH_2022; Williams_2011
Machaerina arthrophylla,alpine aquatic woodland,Morgan_2011_1; Williams_2011
Acacia acinacea,alpine woodland,Morgan_2011_1
Acacia iteaphylla,alpine woodland,Morgan_2011_1
Amphibromus neesii,alpine woodland,Morgan_2011_1
Angianthus preissianus,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Aphelia gracilis,alpine woodland,Morgan_2011_1
Aphelia pumilio,alpine woodland,Morgan_2011_1
Rytidosperma duttonianum,alpine woodland,Morgan_2011_1
Rytidosperma erianthum,alpine woodland,Morgan_2011_1
Rytidosperma geniculatum,alpine woodland,Morgan_2011_1
Rytidosperma laeve,alpine woodland,Morgan_2011_1
Rytidosperma penicillatum,alpine woodland,Morgan_2011_1
Rytidosperma racemosum var. racemosum,alpine woodland,Morgan_2011_1
Austrostipa bigeniculata,alpine grassland woodland,Morgan_2011_1; Vesk_2004
Austrostipa mollis,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Austrostipa oligostachya,alpine woodland,Morgan_2011_1
Austrostipa pubinodis,alpine woodland,Morgan_2011_1
Austrostipa scabra subsp. falcata,alpine grassland woodland,Morgan_2011_1; Vesk_2004
Austrostipa setacea,alpine grassland woodland,Morgan_2011_1; Vesk_2004
Boronia coerulescens subsp. coerulescens,alpine woodland,Morgan_2011_1
Calandrinia calyptrata,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Calocephalus lacteus,alpine grassland woodland,Morgan_2011_1; Morgan_2011_2
Carex tereticaulis,alpine woodland,Morgan_2011_1
Carthamus lanatus,alpine woodland,Morgan_2011_1
Centella cordifolia,alpine woodland,Morgan_2011_1
Centipeda cunninghamii,alpine woodland,Morgan_2011_1
Centrolepis cephaloformis subsp. cephaloformis,alpine woodland,Morgan_2011_1
Centrolepis polygyna,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Centrolepis strigosa subsp. strigosa,alpine woodland,Morgan_2011_1
Chamaescilla corymbosa var. corymbosa,alpine woodland,Morgan_2011_1
Chasmanthe floribunda,alpine woodland,Morgan_2011_1
Chloris truncata,alpine grassland woodland,Morgan_2011_1; Roberts_2006; Vesk_2004
Correa reflexa var. scabridula,alpine woodland,Morgan_2011_1
Corybas incurvus,alpine woodland,Morgan_2011_1
Corymbia ficifolia,alpine woodland,Morgan_2011_1
Cotula coronopifolia,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Crassula decumbens var. decumbens,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Crassula multicava subsp. multicava,alpine woodland,Morgan_2011_1
Cymbonotus preissianus,alpine woodland,Morgan_2011_1
Cynodon dactylon var. dactylon,alpine woodland,Morgan_2011_1
Daucus carota,alpine woodland,Morgan_2011_1
Deyeuxia quadriseta,alpine grassland woodland,Morgan_2011_1; Morgan_2011_2
Dianella callicarpa,alpine woodland,Morgan_2011_1
Dichelachne rara,alpine woodland,Morgan_2011_1
Dillwynia cinerascens,alpine grassland woodland,Morgan_2011_1; Morgan_2011_2
Diuris lanceolata,alpine woodland,Morgan_2011_1
Diuris orientis,alpine woodland,Morgan_2011_1
Diuris pardina,alpine woodland,Morgan_2011_1
Drosera pygmaea,alpine woodland,Morgan_2011_1
Drosera aberrans,alpine woodland,Morgan_2011_1
Eleocharis atricha,alpine woodland,Morgan_2011_1
Epilobium billardiereanum subsp. billardiereanum,alpine woodland,Morgan_2011_1
Epilobium billardiereanum subsp. intermedium,alpine woodland,Morgan_2011_1
Epilobium hirtigerum,alpine woodland,Morgan_2011_1
Eucalyptus cladocalyx,alpine woodland,Morgan_2011_1
Eucalyptus pauciflora subsp. pauciflora,alpine forest_eucalypt grassland woodland,Morgan_2011_1; Portelli_2023
Ficinia nodosa,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Galium murale,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Gamochaeta purpurea,alpine woodland,Morgan_2011_1
Geranium dissectum,alpine woodland,Morgan_2011_1
Glycine latrobeana,alpine grassland woodland,Morgan_2011_1; Morgan_2011_2
Gratiola peruviana,alpine woodland,Morgan_2011_1
Hemarthria uncinata var. uncinata,alpine woodland,Morgan_2011_1
Hibbertia sericea var. sericea,alpine woodland,Morgan_2011_1
Hydrocotyle callicarpa,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Hydrocotyle foveolata,alpine woodland,Morgan_2011_1
Pauridia vaginata var. vaginata,alpine woodland,Morgan_2011_1
Juncus acutus subsp. acutus,alpine woodland,Morgan_2011_1
Juncus amabilis,alpine woodland,Morgan_2011_1
Juncus bufonius,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Juncus bulbosus,alpine woodland,Morgan_2011_1
Juncus caespiticius,alpine woodland,Morgan_2011_1
Juncus holoschoenus,alpine woodland,Morgan_2011_1
Juncus homalocaulis,alpine woodland,Morgan_2011_1
Juncus kraussii subsp. australiensis,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Juncus pallidus,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Juncus planifolius,alpine woodland,Morgan_2011_1
Juncus subsecundus,alpine woodland,Morgan_2011_1
Lachnagrostis aemula,alpine woodland,Morgan_2011_1
Lagenophora huegelii,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Lepidosperma congestum,alpine woodland,Morgan_2011_1
Lepidosperma curtisiae,alpine woodland,Morgan_2011_1
Leptorhynchos squamatus subsp. squamatus,alpine woodland,Morgan_2011_1
Lobelia irrigua,alpine woodland,Morgan_2011_1
Lobelia pedunculata,alpine woodland,Morgan_2011_1
Lomandra multiflora subsp. multiflora,alpine woodland,Morgan_2011_1
Lomandra nana,alpine grassland woodland,Morgan_2011_1; Morgan_2011_2
Lomandra sororia,alpine woodland,Morgan_2011_1
Melaleuca decussata,alpine woodland,Morgan_2011_1
Melaleuca gibbosa,alpine heath shrubland woodland,Morgan_2011_1; Nicholson_2017
Mentha diemenica,alpine woodland,Morgan_2011_1
Mentha laxiflora,alpine woodland,Morgan_2011_1
Mentha pulegium,alpine woodland,Morgan_2011_1
Microlaena stipoides var. stipoides,alpine woodland,Morgan_2011_1
Microseris scapigera,alpine grassland heath shrubland woodland,Morgan_2011_1; Tolsma_2007
Molineriella minuta,alpine woodland,Morgan_2011_1
Montia fontana,alpine woodland,Morgan_2011_1
Rytidosperma semiannulare,alpine woodland,Morgan_2011_1
Oxalis hirta,alpine woodland,Morgan_2011_1
Parietaria debilis,alpine woodland,Morgan_2011_1
Pelargonium australe,alpine woodland,Morgan_2011_1
Pentapogon quadrifidus var. quadrifidus,alpine woodland,Morgan_2011_1
Phyllangium divergens,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Plantago gaudichaudii,alpine grassland woodland,Morgan_2011_1; Morgan_2011_2
Poa clelandii,alpine woodland,Morgan_2011_1
Poa infirma,alpine woodland,Morgan_2011_1
Poa rodwayi,alpine woodland,Morgan_2011_1
Polypogon monspeliensis,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Pseudognaphalium luteoalbum,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Pterostylis curta,alpine woodland,Morgan_2011_1
Pultenaea humilis,alpine woodland,Morgan_2011_1
Pultenaea laxiflora,alpine woodland,Morgan_2011_1
Ranunculus muricatus,alpine woodland,Morgan_2011_1
Ranunculus robertsonii,alpine woodland,Morgan_2011_1
Schoenus nitens,alpine woodland,Morgan_2011_1
Schoenus tesquorum,alpine woodland,Morgan_2011_1
Sebaea albidiflora,alpine woodland,Morgan_2011_1
Sebaea ovata,alpine woodland,Morgan_2011_1
Senecio glomeratus,alpine woodland,Morgan_2011_1
Siloxerus multiflorus,alpine woodland,Morgan_2011_1
Solenogyne sp. [Morgan_2011_1],alpine woodland,Morgan_2011_1
Stackhousia subterranea,alpine woodland,Morgan_2011_1
Thelymitra megcalyptra,alpine woodland,Morgan_2011_1
Thelymitra rubra,alpine woodland,Morgan_2011_1
Thelymitra sp. [Morgan_2011_1],alpine woodland,Morgan_2011_1
Tribolium acutiflorum,alpine woodland,Morgan_2011_1
Vellereophyton dealbatum,alpine shrubland woodland,Morgan_2011_1; Tsakalos_2020
Veronica calycina,alpine woodland,Morgan_2011_1
Veronica gracilis,alpine woodland,Morgan_2011_1
Viola sieberiana,alpine woodland,Morgan_2011_1
Wahlenbergia graniticola,alpine woodland,Morgan_2011_1
Wahlenbergia luteola,alpine woodland,Morgan_2011_1
Wahlenbergia multicaulis,alpine woodland,Morgan_2011_1
Xanthorrhoea minor subsp. lutea,alpine woodland,Morgan_2011_1
Craspedia alba,alpine aquatic bog,Morgan_2014; NHNSW_2014_2; Pickering_2014
Aciphylla simplicifolia,alpine bog,Morgan_2014; Pickering_2014
Lachnagrostis meionectes,alpine bog,Morgan_2014; Pickering_2014
Agrostis muelleriana,alpine bog,Morgan_2014; Pickering_2014; Venn_2011
Asperula gunnii,alpine bog grassland heath shrubland,Morgan_2014; Pickering_2014; Tolsma_2007; Vesk_2007
Astelia alpina var. novae-hollandiae,alpine bog,Morgan_2014; Pickering_2014
Australopyrum velutinum,alpine bog grassland heath,Morgan_2014; Pickering_2014; Vesk_2007
Brachyscome scapigera,alpine bog,Morgan_2014; Pickering_2014
Brachyscome stolonifera,alpine bog,Morgan_2014; Pickering_2014
Psychrophila introloba,alpine bog grassland heath shrubland,Morgan_2014; Pickering_2014; Tolsma_2007; Vesk_2007
Carex canescens,alpine bog,Morgan_2014; Pickering_2014
Carex gaudichaudiana,alpine bog grassland heath shrubland,Morgan_2014; Pickering_2014; Tolsma_2007; Venn_2011
Gentianella muelleriana subsp. alpestris,alpine bog,Morgan_2014; Pickering_2014
Colobanthus nivicola,alpine bog,Morgan_2014; Pickering_2014; Venn_2011
Cotula alpina,alpine bog,Morgan_2014; Pickering_2014; Venn_2011
